Player,Player,Date,Opponent,Event_Name,Event_Stage,Venue,Toss_Decision,Dismissal_Kind,Dismissed_By,Caught_By,Wicket_Kinds
DR Tuffey,DR Tuffey,2007-03-22,Canada,ICC World Cup,,"Beausejour Stadium, Gros Islet",field,,,,
DR Tuffey,DR Tuffey,2009-09-08,Sri Lanka,Compaq Cup,,R Premadasa Stadium,bat,run out,,,bowled
DR Tuffey,DR Tuffey,2009-09-24,South Africa,ICC Champions Trophy,,SuperSport Park,field,caught,WD Parnell,JP Duminy,caught|caught
DR Tuffey,DR Tuffey,2009-09-27,Sri Lanka,ICC Champions Trophy,,New Wanderers Stadium,field,,,,caught|caught
DR Tuffey,DR Tuffey,2010-02-05,Bangladesh,Bangladesh in New Zealand ODI Series,,McLean Park,bat,Not Out,,,caught
DR Tuffey,DR Tuffey,2010-02-08,Bangladesh,Bangladesh in New Zealand ODI Series,,University Oval,field,,,,
DR Tuffey,DR Tuffey,2010-03-03,Australia,Chappell-Hadlee Trophy,,McLean Park,bat,bowled,RJ Harris,,caught|bowled|caught
DR Tuffey,DR Tuffey,2010-03-06,Australia,Chappell-Hadlee Trophy,,Eden Park,bat,caught,MG Johnson,CL White,caught
DR Tuffey,DR Tuffey,2010-03-11,Australia,Chappell-Hadlee Trophy,,Eden Park,field,caught and bowled,,,
DR Tuffey,DR Tuffey,2010-03-13,Australia,Chappell-Hadlee Trophy,,Westpac Stadium,field,caught,CJ McKay,RT Ponting,
DR Tuffey,DR Tuffey,2010-08-10,India,Sri Lanka Triangular Series,,Rangiri Dambulla International Stadium,bat,caught,A Nehra,PP Ojha,lbw|caught|caught
DR Tuffey,DR Tuffey,2010-08-13,Sri Lanka,Sri Lanka Triangular Series,,Rangiri Dambulla International Stadium,bat,bowled,SL Malinga,,
DR Tuffey,DR Tuffey,2010-08-19,Sri Lanka,Sri Lanka Triangular Series,,Rangiri Dambulla International Stadium,field,,,,caught
DR Tuffey,DR Tuffey,2010-10-14,Bangladesh,New Zealand in Bangladesh ODI Series,,Shere Bangla National Stadium,field,caught,Shakib Al Hasan,Suhrawadi Shuvo,caught|caught
DR Tuffey,DR Tuffey,2010-11-28,India,New Zealand in India ODI Series,,Nehru Stadium,field,caught,Yuvraj Singh,SK Raina,caught|caught
DS Lehmann,DS Lehmann,2003-01-15,Sri Lanka,VB Series,,"Brisbane Cricket Ground, Woolloongabba, Brisbane",bat,run out,,,
DS Lehmann,DS Lehmann,2003-02-15,India,ICC World Cup,,"SuperSport Park, Centurion",bat,,,,lbw
DS Lehmann,DS Lehmann,2003-02-24,Zimbabwe,ICC World Cup,,"Queens Sports Club, Bulawayo",bat,Not Out,,,
DS Lehmann,DS Lehmann,2003-02-27,Namibia,ICC World Cup,,"North West Cricket Stadium, Potchefstroom",bat,Not Out,,,
DS Lehmann,DS Lehmann,2003-03-02,England,ICC World Cup,,"St George's Park, Port Elizabeth",bat,caught,C White,AJ Stewart,
DS Lehmann,DS Lehmann,2003-03-07,Sri Lanka,ICC World Cup,Super Sixes,"SuperSport Park, Centurion",bat,caught,CRD Fernando,PA de Silva,caught
DS Lehmann,DS Lehmann,2003-03-11,New Zealand,ICC World Cup,Super Sixes,"St George's Park, Port Elizabeth",field,caught,AR Adams,NJ Astle,
DS Lehmann,DS Lehmann,2003-03-15,Kenya,ICC World Cup,Super Sixes,"Kingsmead, Durban",field,caught,AY Karim,DO Obuya,caught|caught
DS Lehmann,DS Lehmann,2003-03-18,Sri Lanka,ICC World Cup,Semi Final,"St George's Park, Port Elizabeth",bat,bowled,ST Jayasuriya,,
DS Lehmann,DS Lehmann,2003-03-23,India,ICC World Cup,Final,"New Wanderers Stadium, Johannesburg",field,,,,
DS Lehmann,DS Lehmann,2003-05-17,West Indies,Australia tour of West Indies,,"Sabina Park, Kingston, Jamaica",field,caught,OAC Banks,RL Powell,
DS Lehmann,DS Lehmann,2003-05-30,West Indies,Australia tour of West Indies,,"Queen's Park (New), St George's, Grenada",bat,caught and bowled,,,
DS Lehmann,DS Lehmann,2003-06-01,West Indies,Australia tour of West Indies,,"Queen's Park (New), St George's, Grenada",bat,caught,CH Gayle,MN Samuels,
DS Lehmann,DS Lehmann,2003-08-03,Bangladesh,Bangladesh tour of Australia,,"Bundaberg Rum Stadium, Cairns",bat,,,,caught|caught|caught
DS Lehmann,DS Lehmann,2004-05-25,Zimbabwe,Australia tour of Zimbabwe,,Harare Sports Club,bat,,,,caught
DS Lehmann,DS Lehmann,2004-05-27,Zimbabwe,Australia tour of Zimbabwe,,Harare Sports Club,field,bowled,S Matsikenyeri,,caught|caught|caught
DS Lehmann,DS Lehmann,2004-08-23,India,Videocon Cup,,VRA Cricket Ground,bat,caught,A Kumble,RS Gavaskar,
DS Lehmann,DS Lehmann,2004-09-04,Pakistan,Pakistan tour of England,,Lord's,field,run out,,,
DS Lehmann,DS Lehmann,2004-09-16,New Zealand,ICC Champions Trophy,,Kennington Oval,field,,,,
DS Lehmann,DS Lehmann,2004-09-21,England,ICC Champions Trophy,Semi Final,Edgbaston,field,bowled,MP Vaughan,,
DS Lehmann,DS Lehmann,2004-12-05,New Zealand,New Zealand tour of Australia,,Docklands Stadium,field,caught,JDP Oram,IG Butler,caught|caught
DS Lehmann,DS Lehmann,2004-12-08,New Zealand,New Zealand tour of Australia,,Sydney Cricket Ground,bat,run out,,,
DS Lehmann,DS Lehmann,2005-01-21,West Indies,VB Series,,"Brisbane Cricket Ground, Woolloongabba",bat,Not Out,,,lbw
DS Lehmann,DS Lehmann,2005-01-23,Pakistan,VB Series,,Sydney Cricket Ground,field,,,,caught|caught|stumped
DS Lehmann,DS Lehmann,2005-01-26,West Indies,VB Series,,Adelaide Oval,bat,caught,PT Collins,CO Browne,caught
DS Lehmann,DS Lehmann,2005-02-04,Pakistan,VB Series,Final,Melbourne Cricket Ground,bat,caught,Shahid Afridi,Kamran Akmal,
DS Smith,DS Smith,2003-05-17,Australia,Australia tour of West Indies,,"Sabina Park, Kingston, Jamaica",field,caught,IJ Harvey,AC Gilchrist,
DS Smith,DS Smith,2004-05-19,Bangladesh,Bangladesh tour of West Indies,,National Cricket Stadium,bat,Not Out,,,
DS Smith,DS Smith,2004-07-06,England,NatWest Series,,Lord's,field,caught,D Gough,GO Jones,
DS Smith,DS Smith,2004-07-10,New Zealand,NatWest Series,Final,Lord's,field,run out,,,
DS Smith,DS Smith,2007-01-27,India,West Indies in India ODI Series,,"MA Chidambaram Stadium, Chepauk",field,caught,A Kumble,R Dravid,
DS Smith,DS Smith,2007-01-31,India,West Indies in India ODI Series,,Indian Petrochemicals Corporation Limited Sports Complex Ground,field,caught,IK Pathan,Yuvraj Singh,
DS Smith,DS Smith,2007-04-10,South Africa,ICC World Cup,,"National Cricket Stadium, St George's",field,caught,A Nel,AB de Villiers,
DS Smith,DS Smith,2007-04-19,Bangladesh,ICC World Cup,,"Kensington Oval, Bridgetown",field,bowled,Mashrafe Mortaza,,
DS Smith,DS Smith,2007-04-21,England,ICC World Cup,,"Kensington Oval, Bridgetown",field,caught,A Flintoff,PD Collingwood,
DS Smith,DS Smith,2007-07-01,England,NatWest Series,,Lord's,field,run out,,,
DS Smith,DS Smith,2007-07-04,England,NatWest Series,,Edgbaston,field,caught,JM Anderson,MJ Prior,
DS Smith,DS Smith,2007-07-07,England,NatWest Series,,Trent Bridge,bat,caught,JM Anderson,IR Bell,
DS Smith,DS Smith,2007-11-30,Zimbabwe,West Indies in Zimbabwe ODI Series,,Harare Sports Club,field,caught,E Chigumbura,T Taibu,
DS Smith,DS Smith,2007-12-02,Zimbabwe,West Indies in Zimbabwe ODI Series,,Harare Sports Club,field,bowled,E Chigumbura,,
DS Smith,DS Smith,2007-12-07,Zimbabwe,West Indies in Zimbabwe ODI Series,,Queens Sports Club,field,bowled,E Chigumbura,,
DS Smith,DS Smith,2008-01-20,South Africa,West Indies in South Africa ODI Series,,SuperSport Park,field,caught,DW Steyn,GC Smith,
DS Smith,DS Smith,2008-02-03,South Africa,West Indies in South Africa ODI Series,,New Wanderers Stadium,field,caught,CK Langeveldt,MV Boucher,
DS Smith,DS Smith,2008-04-10,Sri Lanka,Sri Lanka in West Indies ODI Series,,"Queen's Park Oval, Port of Spain",field,lbw,KMDN Kulasekara,,
DS Smith,DS Smith,2009-07-26,Bangladesh,Bangladesh in West Indies ODI Series,,"Windsor Park, Roseau",field,lbw,Shakib Al Hasan,,
DS Smith,DS Smith,2009-07-28,Bangladesh,Bangladesh in West Indies ODI Series,,"Windsor Park, Roseau",bat,run out,,,
DS Smith,DS Smith,2009-07-31,Bangladesh,Bangladesh in West Indies ODI Series,,"Warner Park, Basseterre",bat,bowled,Nazmul Hossain,,
DS Smith,DS Smith,2009-09-23,Pakistan,ICC Champions Trophy,,New Wanderers Stadium,bat,caught,Umar Gul,Umar Akmal,
DS Smith,DS Smith,2009-09-26,Australia,ICC Champions Trophy,,New Wanderers Stadium,field,caught,PM Siddle,TD Paine,
DS Smith,DS Smith,2009-09-30,India,ICC Champions Trophy,,New Wanderers Stadium,field,caught,A Nehra,MS Dhoni,
DS Smith,DS Smith,2011-02-24,South Africa,ICC Cricket World Cup,,Feroz Shah Kotla,field,caught and bowled,,,
DS Smith,DS Smith,2011-02-28,Netherlands,ICC Cricket World Cup,,Feroz Shah Kotla,field,caught,BP Loots,W Barresi,
DS Smith,DS Smith,2011-03-04,Bangladesh,ICC Cricket World Cup,,Shere Bangla National Stadium,bat,bowled,Naeem Islam,,
DS Smith,DS Smith,2011-03-11,Ireland,ICC Cricket World Cup,,"Punjab Cricket Association Stadium, Mohali",field,bowled,KJ O'Brien,,
DS Smith,DS Smith,2011-03-17,England,ICC Cricket World Cup,,"MA Chidambaram Stadium, Chepauk",bat,stumped,JC Tredwell,,
DS Smith,DS Smith,2011-03-20,India,ICC Cricket World Cup,,"MA Chidambaram Stadium, Chepauk",bat,bowled,Z Khan,,
DS Smith,DS Smith,2011-03-23,Pakistan,ICC Cricket World Cup,Quarter Final,Shere Bangla National Stadium,bat,lbw,Mohammad Hafeez,,
DS Smith,DS Smith,2011-04-23,Pakistan,Pakistan in West Indies ODI Series,,"Beausejour Stadium, Gros Islet",bat,lbw,Mohammad Hafeez,,
DS Smith,DS Smith,2011-04-25,Pakistan,Pakistan in West Indies ODI Series,,"Beausejour Stadium, Gros Islet",field,lbw,Mohammad Hafeez,,
DS Smith,DS Smith,2011-04-28,Pakistan,Pakistan in West Indies ODI Series,,"Kensington Oval, Bridgetown",field,lbw,Mohammad Hafeez,,
DS Smith,DS Smith,2013-06-14,South Africa,ICC Champions Trophy,,Sophia Gardens,field,lbw,RJ Peterson,,
DS Smith,DS Smith,2013-06-30,India,West Indies Tri-Nation Series,,"Sabina Park, Kingston",field,lbw,UT Yadav,,
DS Smith,DS Smith,2013-07-07,Sri Lanka,West Indies Tri-Nation Series,,"Queen's Park Oval, Port of Spain",field,lbw,AD Mathews,,
DS Smith,DS Smith,2013-07-21,Pakistan,Pakistan in West Indies ODI Series,,"Beausejour Stadium, Gros Islet",field,caught,Mohammad Irfan,Umar Akmal,
DS Smith,DS Smith,2013-07-24,Pakistan,Pakistan in West Indies ODI Series,,"Beausejour Stadium, Gros Islet",field,caught,Junaid Khan,Mohammad Hafeez,
DT Johnston,DT Johnston,2006-06-13,England,Bilateral Series,,"Civil Service Cricket Club, Stormont",bat,caught,SJ Harmison,PD Collingwood,
DT Johnston,DT Johnston,2007-03-15,Zimbabwe,ICC World Cup,,"Sabina Park, Kingston",field,run out,,,caught
DT Johnston,DT Johnston,2007-03-17,Pakistan,ICC World Cup,,"Sabina Park, Kingston",field,Not Out,,,caught
DT Johnston,DT Johnston,2007-03-30,England,ICC World Cup,,Providence Stadium,bat,bowled,A Flintoff,,bowled
DT Johnston,DT Johnston,2007-04-03,South Africa,ICC World Cup,,Providence Stadium,field,Not Out,,,
DT Johnston,DT Johnston,2007-04-09,New Zealand,ICC World Cup,,Providence Stadium,bat,lbw,JS Patel,,caught
DT Johnston,DT Johnston,2007-04-13,Australia,ICC World Cup,,"Kensington Oval, Bridgetown",field,bowled,SW Tait,,bowled
DT Johnston,DT Johnston,2007-04-15,Bangladesh,ICC World Cup,,"Kensington Oval, Bridgetown",bat,caught,Mashrafe Mortaza,Shahriar Nafees,bowled|bowled
DT Johnston,DT Johnston,2007-04-18,Sri Lanka,ICC World Cup,,"National Cricket Stadium, St George's",field,run out,,,
DT Johnston,DT Johnston,2007-06-23,India,Bilateral Series,,"Civil Service Cricket Club, Stormont",field,caught,S Sreesanth,Yuvraj Singh,
DT Johnston,DT Johnston,2007-06-24,South Africa,Bilateral Series,,"Civil Service Cricket Club, Stormont",field,caught,M Ntini,JP Duminy,
DT Johnston,DT Johnston,2008-10-17,Zimbabwe,Tri-Nation Tournament in Kenya,,Gymkhana Club Ground,bat,caught,KM Dabengwa,RW Price,caught|caught
DT Johnston,DT Johnston,2009-04-01,Scotland,ICC World Cup Qualifiers,,Willowmoore Park,field,,,,
DT Johnston,DT Johnston,2009-08-27,England,Bilateral Series,,"Civil Service Cricket Club, Stormont",bat,Not Out,,,caught|lbw|lbw|caught
DT Johnston,DT Johnston,2010-06-17,Australia,Bilateral Series,,Clontarf Cricket Club Ground,bat,bowled,JR Hopes,,
DT Johnston,DT Johnston,2010-07-07,Canada,ICC World Cricket League Division One,,VRA Ground,bat,,,,bowled
DT Johnston,DT Johnston,2010-07-16,Bangladesh,Bangladesh in Ireland ODI Series,,"Civil Service Cricket Club, Stormont",bat,caught,Shafiul Islam,Jahurul Islam,caught
DT Johnston,DT Johnston,2010-08-18,Netherlands,Netherlands in Ireland ODI Series,,Clontarf Cricket Club Ground,bat,,,,caught|caught
DT Johnston,DT Johnston,2010-09-06,Canada,Ireland in Canada ODI Series,,"Toronto Cricket, Skating and Curling Club",bat,caught,WD Balaji Rao,ZE Surkari,caught|caught
DT Johnston,DT Johnston,2011-02-25,Bangladesh,ICC Cricket World Cup,,Shere Bangla National Stadium,bat,lbw,Shafiul Islam,,bowled|caught
DT Johnston,DT Johnston,2011-03-02,England,ICC Cricket World Cup,,M Chinnaswamy Stadium,bat,Not Out,,,bowled|bowled
DT Johnston,DT Johnston,2011-03-06,India,ICC Cricket World Cup,,M Chinnaswamy Stadium,field,lbw,MM Patel,,caught
DT Johnston,DT Johnston,2011-03-15,South Africa,ICC Cricket World Cup,,Eden Gardens,field,caught,JP Duminy,MN van Wyk,bowled
DT Johnston,DT Johnston,2011-03-18,Netherlands,ICC Cricket World Cup,,Eden Gardens,field,,,,caught
DT Johnston,DT Johnston,2011-09-19,Canada,ICC World Cricket League Championship,,Clontarf Cricket Club Ground,field,Not Out,,,caught|caught
DT Johnston,DT Johnston,2011-09-20,Canada,ICC World Cricket League Championship,,Clontarf Cricket Club Ground,bat,Not Out,,,caught|caught
DT Johnston,DT Johnston,2012-02-18,Kenya,ICC World Cricket League Championship,,Mombasa Sports Club Ground,bat,caught,CO Obuya,RR Patel,
DT Johnston,DT Johnston,2012-02-20,Kenya,ICC World Cricket League Championship,,Mombasa Sports Club Ground,bat,run out,,,caught|caught
DT Johnston,DT Johnston,2013-05-23,Pakistan,Pakistan in Ireland ODI Series,,Clontarf Cricket Club Ground,bat,Not Out,,,
DT Johnston,DT Johnston,2013-05-26,Pakistan,Pakistan in Ireland ODI Series,,Clontarf Cricket Club Ground,field,lbw,Abdur Rehman,,caught|caught
DT Johnston,DT Johnston,2013-07-07,Netherlands,ICC World Cricket League Championship,,VRA Ground,bat,bowled,Mudassar Bukhari,,
DT Johnston,DT Johnston,2013-09-03,England,RSA Challenge,,"The Village, Malahide",field,Not Out,,,lbw
DT Johnston,DT Johnston,2013-09-06,Scotland,ICC World Cricket League Championship,,"Civil Service Cricket Club, Stormont",bat,caught,I Wardlaw,PL Mommsen,
DW Steyn,DW Steyn,2005-08-17,Asia XI,Asia XI tour of South Africa,,SuperSport Park,field,run out,,,bowled
DW Steyn,DW Steyn,2005-08-21,Asia XI,Asia XI tour of South Africa,,Kingsmead,bat,lbw,M Muralitharan,,bowled
DW Steyn,DW Steyn,2006-01-20,Australia,VB Series,,Docklands Stadium,bat,,,,caught
DW Steyn,DW Steyn,2006-02-07,Sri Lanka,VB Series,,Bellerive Oval,bat,,,,
DW Steyn,DW Steyn,2007-06-24,Ireland,Bilateral Series,,"Civil Service Cricket Club, Stormont",field,,,,hit wicket|caught
DW Steyn,DW Steyn,2007-07-01,India,Future Cup,,"Civil Service Cricket Club, Stormont",field,,,,bowled
DW Steyn,DW Steyn,2007-08-25,Zimbabwe,South Africa in Zimbabwe ODI Series,,Harare Sports Club,field,,,,caught|caught|bowled
DW Steyn,DW Steyn,2007-12-02,New Zealand,New Zealand in South Africa ODI Series,,Newlands,bat,,,,caught|bowled
DW Steyn,DW Steyn,2008-01-20,West Indies,West Indies in South Africa ODI Series,,SuperSport Park,field,,,,caught|bowled
DW Steyn,DW Steyn,2008-01-25,West Indies,West Indies in South Africa ODI Series,,Newlands,bat,Not Out,,,caught
DW Steyn,DW Steyn,2008-01-27,West Indies,West Indies in South Africa ODI Series,,St George's Park,bat,,,,
DW Steyn,DW Steyn,2008-02-03,West Indies,West Indies in South Africa ODI Series,,New Wanderers Stadium,field,,,,caught
DW Steyn,DW Steyn,2008-03-14,Bangladesh,South Africa in Bangladesh ODI Series,,Shere Bangla National Stadium,bat,,,,
DW Steyn,DW Steyn,2008-08-22,England,NatWest Series,,Headingley,bat,Not Out,,,bowled
DW Steyn,DW Steyn,2008-08-26,England,NatWest Series,,Trent Bridge,bat,bowled,A Flintoff,,
DW Steyn,DW Steyn,2008-08-29,England,NatWest Series,,Kennington Oval,field,Not Out,,,caught
DW Steyn,DW Steyn,2008-08-31,England,NatWest Series,,Lord's,field,,,,caught
DW Steyn,DW Steyn,2008-11-07,Bangladesh,Bangladesh in South Africa ODI Series,,Senwes Park,bat,,,,caught|lbw|caught|bowled
DW Steyn,DW Steyn,2009-01-16,Australia,South Africa in Australia ODI Series,,Melbourne Cricket Ground,bat,,,,caught
DW Steyn,DW Steyn,2009-01-18,Australia,South Africa in Australia ODI Series,,Bellerive Oval,field,,,,caught|caught
DW Steyn,DW Steyn,2009-01-23,Australia,South Africa in Australia ODI Series,,Sydney Cricket Ground,bat,,,,bowled|caught
DW Steyn,DW Steyn,2009-01-26,Australia,South Africa in Australia ODI Series,,Adelaide Oval,bat,,,,caught|caught|caught
DW Steyn,DW Steyn,2009-04-03,Australia,Australia in South Africa ODI Series,,Kingsmead,bat,caught,B Laughlin,MEK Hussey,caught|caught
DW Steyn,DW Steyn,2009-04-05,Australia,Australia in South Africa ODI Series,,SuperSport Park,bat,,,,bowled|caught|caught|caught
DW Steyn,DW Steyn,2009-04-09,Australia,Australia in South Africa ODI Series,,Newlands,bat,,,,
DW Steyn,DW Steyn,2009-04-13,Australia,Australia in South Africa ODI Series,,St George's Park,field,,,,caught|bowled|bowled
DW Steyn,DW Steyn,2009-04-17,Australia,Australia in South Africa ODI Series,,New Wanderers Stadium,field,run out,,,
DW Steyn,DW Steyn,2009-09-22,Sri Lanka,ICC Champions Trophy,,SuperSport Park,field,,,,lbw|caught|bowled
DW Steyn,DW Steyn,2009-09-24,New Zealand,ICC Champions Trophy,,SuperSport Park,field,,,,caught|caught
DW Steyn,DW Steyn,2009-09-27,England,ICC Champions Trophy,,SuperSport Park,bat,Not Out,,,caught
DW Steyn,DW Steyn,2009-11-08,Zimbabwe,Zimbabwe in South Africa ODI Series,,Willowmoore Park,field,,,,caught|bowled
DW Steyn,DW Steyn,2009-11-22,England,England in South Africa ODI Series,,SuperSport Park,field,caught,SI Mahmood,IJL Trott,
DW Steyn,DW Steyn,2009-11-27,England,England in South Africa ODI Series,,Newlands,bat,,,,
DW Steyn,DW Steyn,2010-02-21,India,South Africa in India ODI Series,,Sawai Mansingh Stadium,field,bowled,P Kumar,,
DW Steyn,DW Steyn,2010-02-24,India,South Africa in India ODI Series,,Captain Roop Singh Stadium,bat,bowled,S Sreesanth,,
DW Steyn,DW Steyn,2010-02-27,India,South Africa in India ODI Series,,"Sardar Patel Stadium, Motera",bat,,,,caught|caught|caught
DW Steyn,DW Steyn,2010-05-22,West Indies,South Africa in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",field,Not Out,,,caught|bowled
DW Steyn,DW Steyn,2010-05-24,West Indies,South Africa in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",bat,,,,caught
DW Steyn,DW Steyn,2010-05-28,West Indies,South Africa in West Indies ODI Series,,"Windsor Park, Roseau",bat,bowled,R Rampaul,,caught
DW Steyn,DW Steyn,2010-11-05,Pakistan,Pakistan v South Africa ODI Series,,Dubai International Cricket Stadium,bat,,,,lbw
DW Steyn,DW Steyn,2010-11-08,Pakistan,Pakistan v South Africa ODI Series,,Dubai International Cricket Stadium,bat,,,,caught|caught
DW Steyn,DW Steyn,2011-01-12,India,India in South Africa ODI Series,,Kingsmead,bat,caught,Z Khan,Yuvraj Singh,lbw|caught
DW Steyn,DW Steyn,2011-01-15,India,India in South Africa ODI Series,,New Wanderers Stadium,bat,run out,,,caught|caught
DW Steyn,DW Steyn,2011-01-18,India,India in South Africa ODI Series,,Newlands,bat,caught,MM Patel,SK Raina,caught
DW Steyn,DW Steyn,2011-01-21,India,India in South Africa ODI Series,,St George's Park,bat,Not Out,,,
DW Steyn,DW Steyn,2011-01-23,India,India in South Africa ODI Series,,SuperSport Park,field,run out,,,caught|caught
DW Steyn,DW Steyn,2011-02-24,West Indies,ICC Cricket World Cup,,Feroz Shah Kotla,field,,,,lbw|lbw|caught
DW Steyn,DW Steyn,2011-03-03,Netherlands,ICC Cricket World Cup,,"Punjab Cricket Association Stadium, Mohali",field,,,,lbw
DW Steyn,DW Steyn,2011-03-06,England,ICC Cricket World Cup,,"MA Chidambaram Stadium, Chepauk",bat,lbw,SCJ Broad,,lbw
DW Steyn,DW Steyn,2011-03-12,India,ICC Cricket World Cup,,"Vidarbha Cricket Association Stadium, Jamtha",bat,,,,caught|caught|bowled|caught|bowled
DW Steyn,DW Steyn,2011-03-15,Ireland,ICC Cricket World Cup,,Eden Gardens,field,,,,
DW Steyn,DW Steyn,2011-03-25,New Zealand,ICC Cricket World Cup,Quarter Final,Shere Bangla National Stadium,bat,caught,NL McCullum,JDP Oram,caught|caught
DW Steyn,DW Steyn,2011-10-19,Australia,Australia in South Africa ODI Series,,SuperSport Park,field,caught,MG Johnson,DE Bollinger,bowled|caught
DW Steyn,DW Steyn,2011-10-23,Australia,Australia in South Africa ODI Series,,St George's Park,bat,,,,caught|caught
DW Steyn,DW Steyn,2011-10-28,Australia,Australia in South Africa ODI Series,,Kingsmead,bat,,,,caught
DW Steyn,DW Steyn,2012-01-11,Sri Lanka,Sri Lanka in South Africa ODI Series,,Boland Park,bat,bowled,SL Malinga,,caught
DW Steyn,DW Steyn,2012-01-14,Sri Lanka,Sri Lanka in South Africa ODI Series,,Buffalo Park,field,,,,caught
DW Steyn,DW Steyn,2012-01-17,Sri Lanka,Sri Lanka in South Africa ODI Series,,Chevrolet Park,bat,,,,bowled
DW Steyn,DW Steyn,2012-02-25,New Zealand,South Africa in New Zealand ODI Series,,Westpac Stadium,bat,,,,bowled
DW Steyn,DW Steyn,2012-02-29,New Zealand,South Africa in New Zealand ODI Series,,McLean Park,field,,,,caught
DW Steyn,DW Steyn,2012-03-03,New Zealand,South Africa in New Zealand ODI Series,,Eden Park,field,,,,
DW Steyn,DW Steyn,2012-08-31,England,NatWest Series,,Kennington Oval,bat,bowled,JM Anderson,,lbw
DW Steyn,DW Steyn,2012-09-02,England,NatWest Series,,Lord's,field,Not Out,,,lbw|caught
DW Steyn,DW Steyn,2012-09-05,England,NatWest Series,,Trent Bridge,bat,,,,caught|caught
